"","Region","Year","Taxon","Depth","Length"
"3194","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,38
"3195","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,39
"3196","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,40
"3197","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,41
"3198","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,42
"3199","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,43
"3200","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,44
"3201","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,45
"3202","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,46
"3203","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,47
"3204","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,48
"3205","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,49
"3206","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,50
"3207","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,52
"3208","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,55
"3209","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,56
"3210","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,58
"3211","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,59
"3212","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,60
"3213","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,62
"3214","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",178,63
"3215","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,29
"3216","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,31
"3217","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,32
"3218","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,33
"3219","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,34
"3220","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,35
"3221","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,36
"3222","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,37
"3223","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,38
"3224","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,39
"3225","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,40
"3226","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,41
"3227","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,42
"3228","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,43
"3229","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,44
"3230","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,45
"3231","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,46
"3232","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,48
"3233","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,49
"3234","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,50
"3235","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,53
"3236","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,54
"3237","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,55
"3238","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,56
"3239","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,57
"3240","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,59
"3241","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,61
"3242","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",181,62
"3243","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,31
"3244","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,32
"3245","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,33
"3246","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,34
"3247","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,35
"3248","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,36
"3249","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,37
"3250","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,38
"3251","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,39
"3252","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,40
"3253","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,41
"3254","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,42
"3255","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,43
"3256","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,44
"3257","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,46
"3258","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,49
"3259","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,50
"3260","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,51
"3261","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,55
"3262","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,59
"3263","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,62
"3264","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,27
"3265","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,28
"3266","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,31
"3267","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,33
"3268","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,34
"3269","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,35
"3270","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,36
"3271","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,37
"3272","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,38
"3273","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,39
"3274","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,40
"3275","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,41
"3276","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,45
"3277","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,53
"3278","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,56
"3279","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",183,65
"3280","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,22
"3281","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,24
"3282","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,28
"3283","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,35
"3284","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,36
"3285","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,37
"3286","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,38
"3287","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,39
"3288","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,40
"3289","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,41
"3290","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,42
"3291","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,43
"3292","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,44
"3293","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,45
"3294","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,46
"3295","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,47
"3296","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,48
"3297","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,49
"3298","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,50
"3299","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,51
"3300","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,52
"3301","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,53
"3302","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,54
"3303","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,55
"3304","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,56
"3305","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,57
"3306","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,58
"3307","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,59
"3308","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,60
"3309","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,61
"3310","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,62
"3311","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,66
"3312","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",203,69
"3313","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",204,26
"3314","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",204,28
"3315","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",204,30
"3316","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",204,32
"3317","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",204,34
"3318","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",204,38
"3319","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",204,40
"3320","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",204,48
"3321","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",204,61
"3322","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",205,29
"3323","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",205,30
"3324","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",205,31
"3325","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",205,32
"3326","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",205,33
"3327","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",205,34
"3328","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",205,35
"3329","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",205,36
"3330","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",205,37
"3331","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",205,38
"3332","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",205,39
"3333","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",205,40
"3334","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",205,41
"3335","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",205,42
"3336","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",205,43
"3337","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",205,44
"3338","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",205,45
"3339","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",205,46
"3340","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",205,47
"3341","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",205,48
"3342","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",205,49
"3343","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",205,50
"3344","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",205,51
"3345","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",205,52
"3346","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",205,53
"3347","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",205,54
"3348","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",205,55
"3349","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",205,56
"3350","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",205,57
"3351","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",205,58
"3352","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",205,59
"3353","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",205,60
"3354","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",205,62
"3355","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",205,63
"3356","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",205,67
"3357","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",213,30
"3358","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",213,34
"3359","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",213,35
"3360","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",213,36
"3361","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",213,37
"3362","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",213,38
"3363","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",213,40
"3364","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",213,41
"3365","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",213,44
"3366","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",213,45
"3367","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",213,48
"3368","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",213,49
"3369","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",213,51
"3370","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",213,52
"3371","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",213,53
"3372","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",213,56
"3373","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",213,57
"3374","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",213,58
"3375","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",213,59
"3376","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",213,60
"3377","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",213,61
"3378","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",213,62
"3379","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",213,67
"3380","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",216,20
"3381","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",216,23
"3382","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",216,25
"3383","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",216,27
"3384","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",216,28
"3385","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",216,29
"3386","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",216,30
"3387","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",216,31
"3388","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",216,32
"3389","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",216,33
"3390","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",216,34
"3391","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",216,35
"3392","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",216,36
"3393","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",216,37
"3394","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",216,38
"3395","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",216,39
"3396","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",216,40
"3397","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",216,47
"3398","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",216,48
"3399","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",216,49
"3400","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",216,52
"3401","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",216,59
"3402","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",222,27
"3403","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",222,29
"3404","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",222,31
"3405","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",222,33
"3406","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",222,34
"3407","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",222,35
"3408","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",222,36
"3409","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",222,37
"3410","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",222,38
"3411","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",222,39
"3412","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",222,40
"3413","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",222,41
"3414","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",222,42
"3415","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",222,43
"3416","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",222,44
"3417","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",222,45
"3418","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",222,46
"3419","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",222,47
"3420","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",222,48
"3421","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",222,49
"3422","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",222,50
"3423","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",222,51
"3424","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",222,52
"3425","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",222,53
"3426","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",222,54
"3427","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",222,59
"3428","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",222,63
"3429","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",224,30
"3430","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",224,35
"3431","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",224,36
"3432","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",224,38
"3433","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",224,39
"3434","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",224,40
"3435","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",224,42
"3436","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",224,43
"3437","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",224,44
"3438","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",224,45
"3439","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",224,46
"3440","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",224,47
"3441","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",224,48
"3442","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",224,49
"3443","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",224,50
"3444","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",224,51
"3445","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",224,52
"3446","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",224,53
"3447","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",224,54
"3448","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",224,55
"3449","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",224,56
"3450","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",224,57
"3451","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",224,58
"3452","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",224,59
"3453","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",224,60
"3454","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",224,61
"3455","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",224,62
"3456","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",224,63
"3457","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",224,64
"3458","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",224,65
"3459","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",224,66
"3460","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",226,28
"3461","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",226,40
"3462","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",227,32
"3463","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",227,33
"3464","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",227,34
"3465","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",227,35
"3466","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",227,37
"3467","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",227,46
"3468","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",227,60
"3469","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",228,20
"3470","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",228,21
"3471","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",228,23
"3472","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",228,24
"3473","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",228,27
"3474","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",228,29
"3475","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",228,30
"3476","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",228,31
"3477","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",228,32
"3478","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",228,33
"3479","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",228,34
"3480","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",228,35
"3481","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",228,36
"3482","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",228,37
"3483","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",228,38
"3484","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",228,39
"3485","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",228,40
"3486","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",228,44
"3487","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",228,47
"3488","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",228,50
"3489","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",228,51
"3490","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",228,57
"3491","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",230,21
"3492","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",230,31
"3493","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",232,21
"3494","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",232,34
"3495","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",232,35
"3496","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",232,36
"3497","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",232,37
"3498","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",232,38
"3499","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",232,39
"3500","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",232,40
"3501","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",232,41
"3502","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",232,42
"3503","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",232,43
"3504","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",232,44
"3505","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",232,45
"3506","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",232,47
"3507","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",232,48
"3508","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",232,49
"3509","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",232,50
"3510","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",232,51
"3511","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",232,52
"3512","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",232,53
"3513","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",232,54
"3514","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",232,55
"3515","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",232,56
"3516","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",232,57
"3517","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",232,58
"3518","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",232,59
"3519","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",232,60
"3520","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",232,62
"3521","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",232,64
"3522","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",232,65
"3523","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",234,26
"3524","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",234,28
"3525","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",234,30
"3526","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",234,31
"3527","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",234,33
"3528","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",234,34
"3529","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",234,40
"3530","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",234,65
"3531","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",237,15
"3532","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",237,21
"3533","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",237,22
"3534","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",237,23
"3535","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",237,25
"3536","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",237,29
"3537","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",237,33
"3538","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",237,34
"3539","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",237,35
"3540","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",237,36
"3541","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",237,37
"3542","South Orkney Is.",1999,"CHAENOCEPHALUS ACERATUS",237,38
