"","X","Region","Year","Taxon","Depth","Length"
"8192",8192,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",143,24
"8193",8193,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",143,25
"8194",8194,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",143,28
"8195",8195,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",143,28
"8196",8196,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",143,27
"8197",8197,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",143,25
"8198",8198,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",143,23
"8199",8199,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",143,22
"8200",8200,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",143,23
"8201",8201,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",143,23
"8202",8202,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",143,24
"8203",8203,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",143,23
"8204",8204,"South Shetland Is.",2001,"PARACHAENICHTHYS CHARCOTI",80,30
"8205",8205,"South Shetland Is.",2001,"PARACHAENICHTHYS CHARCOTI",80,20
"8206",8206,"South Shetland Is.",2001,"PARACHAENICHTHYS CHARCOTI",80,27
"8207",8207,"South Shetland Is.",2001,"PARACHAENICHTHYS CHARCOTI",80,19
"8208",8208,"South Shetland Is.",2001,"PARACHAENICHTHYS CHARCOTI",80,23
"8209",8209,"South Shetland Is.",2001,"NOTOTHENIA ROSSII",80,42
"8210",8210,"South Shetland Is.",2001,"NOTOTHENIA CORIICEPS",80,42
"8211",8211,"South Shetland Is.",2001,"NOTOTHENIA CORIICEPS",80,41
"8212",8212,"South Shetland Is.",2001,"NOTOTHENIA CORIICEPS",80,40
"8213",8213,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",80,39
"8214",8214,"South Shetland Is.",2001,"CHAENOCEPHALUS ACERATUS",80,24
"8215",8215,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",80,23
"8216",8216,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",80,24
"8217",8217,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",80,31
"8218",8218,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",80,31
"8219",8219,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",80,27
"8220",8220,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",80,28
"8221",8221,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",80,26
"8222",8222,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",80,25
"8223",8223,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",80,23
"8224",8224,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",80,24
"8225",8225,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",80,22
"8226",8226,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",80,27
"8227",8227,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",80,25
"8228",8228,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",80,25
"8229",8229,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",80,23
"8230",8230,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",80,24
"8231",8231,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",80,23
"8232",8232,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",80,25
"8233",8233,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",80,23
"8234",8234,"South Shetland Is.",2001,"CHAENOCEPHALUS ACERATUS",84,49
"8235",8235,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",84,26
"8236",8236,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",84,23
"8237",8237,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",84,27
"8238",8238,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",84,24
"8239",8239,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",84,21
"8240",8240,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",84,21
"8241",8241,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",84,27
"8242",8242,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",84,24
"8243",8243,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",84,20
"8244",8244,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",84,22
"8245",8245,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",84,25
"8246",8246,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",84,23
"8247",8247,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",84,24
"8248",8248,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",84,22
"8249",8249,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",84,21
"8250",8250,"South Shetland Is.",2001,"NOTOTHENIA CORIICEPS",84,35
"8251",8251,"South Shetland Is.",2001,"NOTOTHENIA CORIICEPS",84,42
"8252",8252,"South Shetland Is.",2001,"NOTOTHENIA CORIICEPS",84,42
"8253",8253,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",84,37
"8254",8254,"South Shetland Is.",2001,"LEPIDONOTOTHEN NUDIFRONS",84,15
"8255",8255,"South Shetland Is.",2001,"DISSOSTICHUS MAWSONI",84,13
"8256",8256,"South Shetland Is.",2001,"PARACHAENICHTHYS CHARCOTI",84,24
"8257",8257,"South Shetland Is.",2001,"CHAENOCEPHALUS ACERATUS",112,51
"8258",8258,"South Shetland Is.",2001,"CHAENOCEPHALUS ACERATUS",112,46
"8259",8259,"South Shetland Is.",2001,"CHAENOCEPHALUS ACERATUS",112,31
"8260",8260,"South Shetland Is.",2001,"CHAENOCEPHALUS ACERATUS",112,25
"8261",8261,"South Shetland Is.",2001,"CHAENOCEPHALUS ACERATUS",112,25
"8262",8262,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",112,46
"8263",8263,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",112,46
"8264",8264,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",112,38
"8265",8265,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",112,30
"8266",8266,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",112,24
"8267",8267,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",112,24
"8268",8268,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",112,24
"8269",8269,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",112,23
"8270",8270,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",112,21
"8271",8271,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",112,42
"8272",8272,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",112,48
"8273",8273,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",112,39
"8274",8274,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",112,37
"8275",8275,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",112,48
"8276",8276,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",112,40
"8277",8277,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",112,38
"8278",8278,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",112,47
"8279",8279,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",112,41
"8280",8280,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",112,39
"8281",8281,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",112,38
"8282",8282,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",112,36
"8283",8283,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",112,39
"8284",8284,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",112,38
"8285",8285,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",112,38
"8286",8286,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",112,37
"8287",8287,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",112,44
"8288",8288,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",112,34
"8289",8289,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",112,37
"8290",8290,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",112,36
"8291",8291,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",112,37
"8292",8292,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",112,38
"8293",8293,"South Shetland Is.",2001,"NOTOTHENIA CORIICEPS",112,40
"8294",8294,"South Shetland Is.",2001,"NOTOTHENIA CORIICEPS",112,43
"8295",8295,"South Shetland Is.",2001,"NOTOTHENIA CORIICEPS",112,39
"8296",8296,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",156,40
"8297",8297,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",156,27
"8298",8298,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",156,26
"8299",8299,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",156,24
"8300",8300,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",156,25
"8301",8301,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",156,24
"8302",8302,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",156,43
"8303",8303,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",156,24
"8304",8304,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",156,25
"8305",8305,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",156,24
"8306",8306,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",156,24
"8307",8307,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",156,26
"8308",8308,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",156,23
"8309",8309,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",156,25
"8310",8310,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",156,21
"8311",8311,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",156,27
"8312",8312,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",156,28
"8313",8313,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",156,21
"8314",8314,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",156,42
"8315",8315,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",156,23
"8316",8316,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",156,43
"8317",8317,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",156,23
"8318",8318,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",156,24
"8319",8319,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",156,26
"8320",8320,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",156,24
"8321",8321,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",156,27
"8322",8322,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",156,24
"8323",8323,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",156,24
"8324",8324,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",156,24
"8325",8325,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",156,26
"8326",8326,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",156,25
"8327",8327,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",156,25
"8328",8328,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",156,26
"8329",8329,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",156,28
"8330",8330,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",156,25
"8331",8331,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",156,24
"8332",8332,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",156,25
"8333",8333,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",156,24
"8334",8334,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",156,24
"8335",8335,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",156,26
"8336",8336,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",156,38
"8337",8337,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",156,39
"8338",8338,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",156,37
"8339",8339,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",156,40
"8340",8340,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",156,39
"8341",8341,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",156,39
"8342",8342,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",156,39
"8343",8343,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",156,37
"8344",8344,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",156,37
"8345",8345,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",156,41
"8346",8346,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",156,40
"8347",8347,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",156,39
"8348",8348,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",156,38
"8349",8349,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",156,39
"8350",8350,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",156,36
"8351",8351,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",156,39
"8352",8352,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",156,39
"8353",8353,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",156,40
"8354",8354,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",156,38
"8355",8355,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",156,38
"8356",8356,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",156,37
"8357",8357,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",156,41
"8358",8358,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",156,39
"8359",8359,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",156,40
"8360",8360,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",156,39
"8361",8361,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",156,42
"8362",8362,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",156,38
"8363",8363,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",156,38
"8364",8364,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",156,39
"8365",8365,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",156,39
"8366",8366,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",156,38
"8367",8367,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",156,39
"8368",8368,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",156,39
"8369",8369,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",156,39
"8370",8370,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",156,38
"8371",8371,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",156,39
"8372",8372,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",156,39
"8373",8373,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",156,38
"8374",8374,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",156,38
"8375",8375,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",156,35
"8376",8376,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",156,39
"8377",8377,"South Shetland Is.",2001,"CHAENOCEPHALUS ACERATUS",156,33
"8378",8378,"South Shetland Is.",2001,"CHAENOCEPHALUS ACERATUS",156,26
"8379",8379,"South Shetland Is.",2001,"CHAENOCEPHALUS ACERATUS",156,65
"8380",8380,"South Shetland Is.",2001,"CHAENOCEPHALUS ACERATUS",156,25
"8381",8381,"South Shetland Is.",2001,"CHAENOCEPHALUS ACERATUS",156,25
"8382",8382,"South Shetland Is.",2001,"CHAENOCEPHALUS ACERATUS",156,59
"8383",8383,"South Shetland Is.",2001,"CHAENOCEPHALUS ACERATUS",156,27
"8384",8384,"South Shetland Is.",2001,"CHAENOCEPHALUS ACERATUS",156,24
"8385",8385,"South Shetland Is.",2001,"CHIONODRACO RASTROSPINOSUS",306,41
"8386",8386,"South Shetland Is.",2001,"CHIONODRACO RASTROSPINOSUS",306,40
"8387",8387,"South Shetland Is.",2001,"CHIONODRACO RASTROSPINOSUS",306,31
"8388",8388,"South Shetland Is.",2001,"CHIONODRACO RASTROSPINOSUS",306,30
"8389",8389,"South Shetland Is.",2001,"CHIONODRACO RASTROSPINOSUS",306,33
"8390",8390,"South Shetland Is.",2001,"CHIONODRACO RASTROSPINOSUS",306,42
"8391",8391,"South Shetland Is.",2001,"CHIONODRACO RASTROSPINOSUS",306,41
"8392",8392,"South Shetland Is.",2001,"CHIONODRACO RASTROSPINOSUS",306,31
"8393",8393,"South Shetland Is.",2001,"CHIONODRACO RASTROSPINOSUS",306,32
"8394",8394,"South Shetland Is.",2001,"CHIONODRACO RASTROSPINOSUS",306,38
"8395",8395,"South Shetland Is.",2001,"CHIONODRACO RASTROSPINOSUS",306,29
"8396",8396,"South Shetland Is.",2001,"CHIONODRACO RASTROSPINOSUS",306,32
"8397",8397,"South Shetland Is.",2001,"CHIONODRACO RASTROSPINOSUS",306,31
"8398",8398,"South Shetland Is.",2001,"CHIONODRACO RASTROSPINOSUS",306,30
"8399",8399,"South Shetland Is.",2001,"CHIONODRACO RASTROSPINOSUS",306,41
"8400",8400,"South Shetland Is.",2001,"CHIONODRACO RASTROSPINOSUS",306,29
"8401",8401,"South Shetland Is.",2001,"CHIONODRACO RASTROSPINOSUS",306,29
"8402",8402,"South Shetland Is.",2001,"CHIONODRACO RASTROSPINOSUS",306,29
"8403",8403,"South Shetland Is.",2001,"CHIONODRACO RASTROSPINOSUS",306,38
"8404",8404,"South Shetland Is.",2001,"CHIONODRACO RASTROSPINOSUS",306,30
"8405",8405,"South Shetland Is.",2001,"CHIONODRACO RASTROSPINOSUS",306,30
"8406",8406,"South Shetland Is.",2001,"CHIONODRACO RASTROSPINOSUS",306,30
"8407",8407,"South Shetland Is.",2001,"CHIONODRACO RASTROSPINOSUS",306,31
"8408",8408,"South Shetland Is.",2001,"CHIONODRACO RASTROSPINOSUS",306,30
"8409",8409,"South Shetland Is.",2001,"CHIONODRACO RASTROSPINOSUS",306,33
"8410",8410,"South Shetland Is.",2001,"CHIONODRACO RASTROSPINOSUS",306,40
"8411",8411,"South Shetland Is.",2001,"CHIONODRACO RASTROSPINOSUS",306,36
"8412",8412,"South Shetland Is.",2001,"CHIONODRACO RASTROSPINOSUS",306,32
"8413",8413,"South Shetland Is.",2001,"CHIONODRACO RASTROSPINOSUS",306,38
"8414",8414,"South Shetland Is.",2001,"CHIONODRACO RASTROSPINOSUS",306,32
"8415",8415,"South Shetland Is.",2001,"CHIONODRACO RASTROSPINOSUS",306,37
"8416",8416,"South Shetland Is.",2001,"CHIONODRACO RASTROSPINOSUS",306,30
"8417",8417,"South Shetland Is.",2001,"CHIONODRACO RASTROSPINOSUS",306,32
"8418",8418,"South Shetland Is.",2001,"CHIONODRACO RASTROSPINOSUS",306,29
"8419",8419,"South Shetland Is.",2001,"CHIONODRACO RASTROSPINOSUS",306,29
"8420",8420,"South Shetland Is.",2001,"CHIONODRACO RASTROSPINOSUS",306,36
"8421",8421,"South Shetland Is.",2001,"CHIONODRACO RASTROSPINOSUS",306,30
"8422",8422,"South Shetland Is.",2001,"CHIONODRACO RASTROSPINOSUS",306,34
"8423",8423,"South Shetland Is.",2001,"CHIONODRACO RASTROSPINOSUS",306,30
"8424",8424,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",306,38
"8425",8425,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",306,37
"8426",8426,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",306,39
"8427",8427,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",306,37
"8428",8428,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",306,39
"8429",8429,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",306,35
"8430",8430,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",306,37
"8431",8431,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",306,39
"8432",8432,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",306,42
"8433",8433,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",306,39
"8434",8434,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",306,39
"8435",8435,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",306,39
"8436",8436,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",306,38
"8437",8437,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",306,34
"8438",8438,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",306,35
"8439",8439,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",306,37
"8440",8440,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",306,36
"8441",8441,"South Shetland Is.",2001,"GOBIONOTOTHEN GIBBERIFRONS",306,35
"8442",8442,"South Shetland Is.",2001,"LEPIDONOTOTHEN SQUAMIFRONS",306,27
"8443",8443,"South Shetland Is.",2001,"LEPIDONOTOTHEN SQUAMIFRONS",306,31
"8444",8444,"South Shetland Is.",2001,"LEPIDONOTOTHEN SQUAMIFRONS",306,27
"8445",8445,"South Shetland Is.",2001,"LEPIDONOTOTHEN SQUAMIFRONS",306,27
"8446",8446,"South Shetland Is.",2001,"LEPIDONOTOTHEN SQUAMIFRONS",306,27
"8447",8447,"South Shetland Is.",2001,"LEPIDONOTOTHEN SQUAMIFRONS",306,26
"8448",8448,"South Shetland Is.",2001,"LEPIDONOTOTHEN SQUAMIFRONS",306,26
"8449",8449,"South Shetland Is.",2001,"LEPIDONOTOTHEN SQUAMIFRONS",306,22
"8450",8450,"South Shetland Is.",2001,"LEPIDONOTOTHEN SQUAMIFRONS",306,22
"8451",8451,"South Shetland Is.",2001,"LEPIDONOTOTHEN SQUAMIFRONS",306,19
"8452",8452,"South Shetland Is.",2001,"LEPIDONOTOTHEN SQUAMIFRONS",306,18
"8453",8453,"South Shetland Is.",2001,"DISSOSTICHUS MAWSONI",306,39
"8454",8454,"South Shetland Is.",2001,"DISSOSTICHUS MAWSONI",306,45
"8455",8455,"South Shetland Is.",2001,"NOTOTHENIA ROSSII",306,38
"8456",8456,"South Shetland Is.",2001,"TREMATOMUS EULEPIDOTUS",306,36
"8457",8457,"South Shetland Is.",2001,"TREMATOMUS EULEPIDOTUS",306,25
"8458",8458,"South Shetland Is.",2001,"LEPIDONOTOTHEN LARSENI",306,22
"8459",8459,"South Shetland Is.",2001,"LEPIDONOTOTHEN LARSENI",306,19
"8460",8460,"South Shetland Is.",2001,"LEPIDONOTOTHEN LARSENI",306,19
"8461",8461,"South Shetland Is.",2001,"LEPIDONOTOTHEN LARSENI",306,18
"8462",8462,"South Shetland Is.",2001,"LEPIDONOTOTHEN LARSENI",306,21
"8463",8463,"South Shetland Is.",2001,"LEPIDONOTOTHEN LARSENI",306,19
"8464",8464,"South Shetland Is.",2001,"LEPIDONOTOTHEN LARSENI",306,19
"8465",8465,"South Shetland Is.",2001,"LEPIDONOTOTHEN LARSENI",306,18
"8466",8466,"South Shetland Is.",2001,"LEPIDONOTOTHEN LARSENI",306,19
"8467",8467,"South Shetland Is.",2001,"LEPIDONOTOTHEN LARSENI",306,18
"8468",8468,"South Shetland Is.",2001,"LEPIDONOTOTHEN LARSENI",306,17
"8469",8469,"South Shetland Is.",2001,"LEPIDONOTOTHEN LARSENI",306,16
"8470",8470,"South Shetland Is.",2001,"LEPIDONOTOTHEN LARSENI",306,18
"8471",8471,"South Shetland Is.",2001,"LEPIDONOTOTHEN LARSENI",306,17
"8472",8472,"South Shetland Is.",2001,"LEPIDONOTOTHEN LARSENI",306,17
"8473",8473,"South Shetland Is.",2001,"LEPIDONOTOTHEN LARSENI",306,17
"8474",8474,"South Shetland Is.",2001,"LEPIDONOTOTHEN LARSENI",306,16
"8475",8475,"South Shetland Is.",2001,"LEPIDONOTOTHEN LARSENI",306,17
"8476",8476,"South Shetland Is.",2001,"LEPIDONOTOTHEN LARSENI",306,12
"8477",8477,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",306,43
"8478",8478,"South Shetland Is.",2001,"CHAMPSOCEPHALUS GUNNARI",306,21
"8479",8479,"South Shetland Is.",2001,"CHAENOCEPHALUS ACERATUS",306,61
"8480",8480,"South Shetland Is.",2001,"CHAENOCEPHALUS ACERATUS",306,35
"8481",8481,"South Shetland Is.",2001,"LEPIDONOTOTHEN SQUAMIFRONS",416,38
"8482",8482,"South Shetland Is.",2001,"LEPIDONOTOTHEN SQUAMIFRONS",416,40
"8483",8483,"South Shetland Is.",2001,"LEPIDONOTOTHEN SQUAMIFRONS",416,36
"8484",8484,"South Shetland Is.",2001,"LEPIDONOTOTHEN SQUAMIFRONS",416,36
"8485",8485,"South Shetland Is.",2001,"LEPIDONOTOTHEN SQUAMIFRONS",416,34
"8486",8486,"South Shetland Is.",2001,"LEPIDONOTOTHEN SQUAMIFRONS",416,35
"8487",8487,"South Shetland Is.",2001,"LEPIDONOTOTHEN SQUAMIFRONS",416,38
"8488",8488,"South Shetland Is.",2001,"LEPIDONOTOTHEN SQUAMIFRONS",416,44
"8489",8489,"South Shetland Is.",2001,"LEPIDONOTOTHEN SQUAMIFRONS",416,35
"8490",8490,"South Shetland Is.",2001,"LEPIDONOTOTHEN SQUAMIFRONS",416,32
"8491",8491,"South Shetland Is.",2001,"LEPIDONOTOTHEN SQUAMIFRONS",416,31
"8492",8492,"South Shetland Is.",2001,"LEPIDONOTOTHEN SQUAMIFRONS",416,42
"8493",8493,"South Shetland Is.",2001,"LEPIDONOTOTHEN SQUAMIFRONS",416,32
